1 graphs. These are undirected weighted graphs; all are reachable from vertex 0.

** G1: |V| = 200
(u, v) E = { 
      (26, 139, 0.21267)
      (26, 140, 0.65715)
      (26, 142, 0.64617)
      (26, 143, 0.83727)
      (26, 144, 0.02118)
      (26, 145, 0.01126)
      (26, 147, 0.62204)
      (26, 148, 0.83861)
      (26, 149, 0.30051)
      (26, 151, 0.18721)
      (26, 156, 0.63672)
      (26, 158, 0.90089)
      (26, 160, 0.56757)
      (26, 161, 0.97993)
      (26, 162, 0.71793)
      (26, 166, 0.91012)
      (26, 167, 0.74658)
      (26, 169, 0.69463)
      (26, 172, 0.09077)
      (26, 174, 0.27253)
      (26, 180, 0.85920)
      (26, 182, 0.22006)
      (26, 183, 0.86533)
      (26, 186, 0.82008)
      (26, 189, 0.48370)
      (26, 190, 0.32170)
      (26, 191, 0.84504)
      (26, 193, 0.45092)
      (26, 194, 0.13870)
      (26, 196, 0.28365)
      (27,  1, 0.06041)
      (27,  2, 0.02508)
      (27,  4, 0.22752)
      (27,  7, 0.71656)
      (27,  8, 0.43736)
      (27, 11, 0.02684)
      (27, 12, 0.93501)
      (27, 13, 0.18648)
      (27, 19, 0.96517)
      (27, 28, 0.91730)
      (27, 30, 0.61192)
      (27, 31, 0.33856)
      (27, 32, 0.24303)
      (27, 33, 0.04489)
      (27, 36, 0.40827)
      (27, 40, 0.79676)
      (27, 41, 0.99779)
      (27, 42, 0.53090)
      (27, 48, 0.20117)
      (27, 51, 0.34696)
      (27, 53, 0.80001)
      (27, 59, 0.64176)
      (27, 61, 0.24914)
      (27, 62, 0.62374)
      (27, 63, 0.56963)
      (27, 69, 0.13467)
      (27, 72, 0.29652)
      (27, 83, 0.43476)
      (27, 84, 0.79604)
      (27, 86, 0.49037)
      (27, 87, 0.36740)
      (27, 90, 0.62509)
      (27, 91, 0.31992)
      (27, 92, 0.50946)
      (27, 95, 0.53485)
      (27, 96, 0.41020)
      (27, 100, 0.43842)
      (27, 102, 0.76870)
      (27, 106, 0.04010)
      (27, 108, 0.78409)
      (27, 111, 0.50475)
      (27, 112, 0.71734)
      (27, 113, 0.39767)
      (27, 115, 0.67099)
      (27, 116, 0.79629)
      (27, 117, 0.60496)
      (27, 128, 0.85320)
      (27, 129, 0.16842)
      (27, 130, 0.21613)
      (27, 131, 0.32740)
      (27, 133, 0.67176)
      (27, 135, 0.29266)
      (27, 137, 0.70353)
      (27, 140, 0.53056)
      (27, 141, 0.01307)
      (27, 142, 0.59394)
      (27, 147, 0.37699)
      (27, 148, 0.53798)
      (27, 149, 0.95087)
      (27, 151, 0.40724)
      (27, 152, 0.31483)
      (27, 153, 0.09821)
      (27, 154, 0.96215)
      (27, 155, 0.82281)
      (27, 160, 0.98006)
      (27, 161, 0.26002)
      (27, 163, 0.78582)
      (27, 165, 0.90258)
      (27, 169, 0.01488)
      (27, 171, 0.13393)
      (27, 173, 0.69243)
      (27, 177, 0.91584)
      (27, 183, 0.67362)
      (27, 184, 0.75538)
      (27, 185, 0.21276)
      (27, 186, 0.81206)
      (27, 187, 0.49466)
      (27, 188, 0.13749)
      (27, 191, 0.63992)
      (27, 196, 0.12476)
      (27, 197, 0.83504)
      (27, 198, 0.23891)
      (27, 199, 0.18334)
      (28,  4, 0.01423)
      (28,  7, 0.98101)
      (28,  8, 0.99479)
      (28, 10, 0.01176)
      (28, 12, 0.75723)
      (28, 13, 0.23229)
      (28, 14, 0.41387)
      (28, 16, 0.12190)
      (28, 17, 0.99130)
      (28, 19, 0.57304)
      (28, 20, 0.28141)
      (28, 21, 0.18123)
      (28, 22, 0.50155)
      (28, 23, 0.72911)
      (28, 24, 0.46332)
      (28, 25, 0.32114)
      (28, 26, 0.06269)
      (28, 29, 0.67401)
      (28, 33, 0.29876)
      (28, 34, 0.91609)
      (28, 37, 0.66336)
      (28, 40, 0.42141)
      (28, 50, 0.56122)
      (28, 51, 0.40744)
      (28, 53, 0.63927)
      (28, 60, 0.67511)
      (28, 65, 0.19088)
      (28, 67, 0.10318)
      (28, 68, 0.15659)
      (28, 70, 0.65753)
      (28, 72, 0.94078)
      (28, 75, 0.58476)
      (28, 77, 0.92610)
      (28, 78, 0.81722)
      (28, 79, 0.93067)
      (28, 80, 0.24147)
      (28, 81, 0.88000)
      (28, 82, 0.38683)
      (28, 86, 0.55081)
      (28, 95, 0.99029)
      (28, 96, 0.60650)
      (28, 97, 0.29224)
      (28, 98, 0.36470)
      (28, 100, 0.36114)
      (28, 107, 0.10416)
      (28, 108, 0.52845)
      (28, 112, 0.18896)
      (28, 115, 0.71012)
      (28, 116, 0.55701)
      (28, 117, 0.55574)
      (28, 118, 0.85029)
      (28, 120, 0.03847)
      (28, 121, 0.93016)
      (28, 123, 0.92254)
      (28, 126, 0.86916)
      (28, 128, 0.15592)
      (28, 129, 0.77259)
      (28, 131, 0.92366)
      (28, 132, 0.22034)
      (28, 133, 0.14100)
      (28, 134, 0.95003)
      (28, 135, 0.74927)
      (28, 138, 0.03090)
      (28, 139, 0.30898)
      (28, 140, 0.56196)
      (28, 141, 0.97482)
      (28, 142, 0.11040)
      (28, 143, 0.15388)
      (28, 144, 0.80391)
      (28, 148, 0.11826)
      (28, 149, 0.13195)
      (28, 150, 0.84862)
      (28, 153, 0.40752)
      (28, 155, 0.03975)
      (28, 156, 0.90031)
      (28, 157, 0.37439)
      (28, 161, 0.56587)
      (28, 163, 0.88434)
      (28, 165, 0.49084)
      (28, 166, 0.23607)
      (28, 168, 0.49368)
      (28, 169, 0.92122)
      (28, 170, 0.43975)
      (28, 171, 0.25334)
      (28, 172, 0.64702)
      (28, 173, 0.47051)
      (28, 176, 0.50971)
      (28, 179, 0.44303)
      (28, 182, 0.35188)
      (28, 185, 0.39786)
      (28, 186, 0.12450)
      (28, 187, 0.46759)
      (28, 188, 0.30052)
      (28, 189, 0.45738)
      (28, 192, 0.01184)
      (28, 193, 0.39066)
      (28, 196, 0.56563)
      (29,  2, 0.36153)
      (29,  3, 0.72652)
      (29,  6, 0.98132)
      (29,  7, 0.35636)
      (29,  8, 0.16221)
      (29,  9, 0.29704)
      (29, 10, 0.71693)
      (29, 12, 0.65325)
      (29, 17, 0.49251)
      (29, 22, 0.41220)
      (29, 23, 0.99699)
      (29, 27, 0.38358)
      (29, 30, 0.37815)
      (29, 34, 0.54492)
      (29, 39, 0.15878)
      (29, 41, 0.55006)
      (29, 43, 0.38954)
      (29, 45, 0.95117)
      (29, 46, 0.49950)
      (29, 49, 0.21980)
      (29, 51, 0.54221)
      (29, 53, 0.00277)
      (29, 54, 0.00593)
      (29, 55, 0.56557)
      (29, 57, 0.01961)
      (29, 59, 0.22461)
      (29, 60, 0.14120)
      (29, 62, 0.10457)
      (29, 65, 0.95524)
      (29, 67, 0.58405)
      (29, 69, 0.83447)
      (29, 73, 0.93008)
      (29, 75, 0.70871)
      (29, 76, 0.33754)
      (29, 78, 0.52743)
      (29, 79, 0.29671)
      (29, 80, 0.44348)
      (29, 82, 0.74450)
      (29, 84, 0.02279)
      (29, 86, 0.44669)
      (29, 88, 0.13312)
      (29, 91, 0.16438)
      (29, 93, 0.73850)
      (29, 97, 0.78862)
      (29, 98, 0.56307)
      (29, 99, 0.46801)
      (29, 103, 0.86521)
      (29, 104, 0.73121)
      (29, 107, 0.50292)
      (29, 108, 0.09519)
      (29, 110, 0.38837)
      (29, 111, 0.14862)
      (29, 112, 0.76831)
      (29, 113, 0.51981)
      (29, 114, 0.07298)
      (29, 117, 0.35870)
      (29, 118, 0.67948)
      (29, 122, 0.67604)
      (29, 123, 0.46540)
      (29, 125, 0.58244)
      (29, 127, 0.40486)
      (29, 129, 0.74244)
      (29, 133, 0.08008)
      (29, 134, 0.80343)
      (29, 135, 0.36775)
      (29, 136, 0.64870)
      (29, 141, 0.39687)
      (29, 142, 0.68209)
      (29, 143, 0.69619)
      (29, 144, 0.28485)
      (29, 146, 0.53162)
      (29, 147, 0.21457)
      (29, 149, 0.17363)
      (29, 150, 0.07533)
      (29, 154, 0.28153)
      (29, 155, 0.61676)
      (29, 156, 0.23680)
      (29, 161, 0.04684)
      (29, 163, 0.90873)
      (29, 164, 0.16957)
      (29, 165, 0.57009)
      (29, 166, 0.83845)
      (29, 168, 0.64698)
      (29, 169, 0.62304)
      (29, 170, 0.38227)
      (29, 176, 0.09719)
      (29, 177, 0.95811)
      (29, 178, 0.09080)
      (29, 180, 0.16595)
      (29, 184, 0.15456)
      (29, 185, 0.70571)
      (29, 187, 0.61869)
      (29, 189, 0.71402)
      (29, 190, 0.33946)
      (29, 191, 0.83502)
      (29, 192, 0.29725)
      (30,  1, 0.38724)
      (30,  3, 0.18184)
      (30,  6, 0.71843)
      (30,  7, 0.19248)
      (30, 13, 0.40565)
      (30, 14, 0.03565)
      (30, 15, 0.98809)
      (30, 16, 0.08985)
      (30, 18, 0.31181)
      (30, 20, 0.82074)
      (30, 22, 0.55679)
      (30, 23, 0.89171)
      (30, 25, 0.58889)
      (30, 26, 0.57132)
      (30, 29, 0.03514)
      (30, 32, 0.95156)
      (30, 34, 0.12654)
      (30, 35, 0.75042)
      (30, 37, 0.31168)
      (30, 38, 0.82731)
      (30, 39, 0.91467)
      (30, 40, 0.67284)
      (30, 45, 0.69149)
      (30, 47, 0.57309)
      (30, 48, 0.75402)
      (30, 51, 0.95839)
      (30, 52, 0.74407)
      (30, 53, 0.56607)
      (30, 56, 0.52112)
      (30, 58, 0.76019)
      (30, 59, 0.20144)
      (30, 60, 0.05208)
      (30, 61, 0.28830)
      (30, 62, 0.87051)
      (30, 65, 0.07512)
      (30, 68, 0.89255)
      (30, 69, 0.13495)
      (30, 71, 0.11874)
      (30, 74, 0.23035)
      (30, 76, 0.22729)
      (30, 77, 0.37565)
      (30, 78, 0.16639)
      (30, 79, 0.74728)
      (30, 80, 0.66278)
      (30, 83, 0.92508)
      (30, 85, 0.11265)
      (30, 86, 0.78878)
      (30, 87, 0.84164)
      (30, 91, 0.75388)
      (30, 93, 0.15246)
      (30, 94, 0.82335)
      (30, 95, 0.73843)
      (30, 96, 0.32469)
      (30, 97, 0.80412)
      (30, 98, 0.91665)
      (30, 104, 0.71167)
      (30, 107, 0.35674)
      (30, 109, 0.56546)
      (30, 110, 0.02088)
      (30, 111, 0.79331)
      (30, 113, 0.25027)
      (30, 114, 0.94417)
      (30, 116, 0.43191)
      (30, 117, 0.03966)
      (30, 119, 0.54237)
      (30, 120, 0.53806)
      (30, 121, 0.67626)
      (30, 123, 0.57462)
      (30, 128, 0.62673)
      (30, 131, 0.64418)
      (30, 133, 0.31577)
      (30, 136, 0.07513)
      (30, 137, 0.68057)
      (30, 138, 0.81950)
      (30, 139, 0.91620)
      (30, 142, 0.88778)
      (30, 143, 0.99879)
      (30, 144, 0.47075)
      (30, 145, 0.31217)
      (30, 146, 0.00057)
      (30, 151, 0.45594)
      (30, 152, 0.72667)
      (30, 154, 0.24667)
      (30, 155, 0.87453)
      (30, 157, 0.40340)
      (30, 158, 0.27477)
      (30, 162, 0.80233)
      (30, 163, 0.18140)
      (30, 164, 0.83881)
      (30, 165, 0.13917)
      (30, 166, 0.59330)
      (30, 167, 0.84140)
      (30, 170, 0.04875)
      (30, 171, 0.00222)
      (30, 173, 0.24806)
      (30, 174, 0.12673)
      (30, 179, 0.02831)
      (30, 180, 0.66216)
      (30, 182, 0.25683)
      (30, 184, 0.99992)
      (30, 186, 0.22509)
      (30, 188, 0.70003)
      (30, 191, 0.56302)
      (30, 192, 0.63425)
      (30, 193, 0.74935)
      (30, 195, 0.22944)
      (30, 196, 0.28931)
      (30, 199, 0.41317)
      (31,  1, 0.75323)
      (31,  4, 0.15168)
      (31,  6, 0.34897)
      (31,  7, 0.34986)
      (31,  9, 0.01244)
      (31, 11, 0.46214)
      (31, 12, 0.51951)
      (31, 14, 0.72877)
      (31, 15, 0.60169)
      (31, 18, 0.36102)
      (31, 22, 0.89571)
      (31, 24, 0.17176)
      (31, 27, 0.76595)
      (31, 28, 0.72902)
      (31, 32, 0.09741)
      (31, 35, 0.23653)
      (31, 37, 0.17443)
      (31, 40, 0.14775)
      (31, 41, 0.29942)
      (31, 46, 0.70830)
      (31, 47, 0.80021)
      (31, 51, 0.81998)
      (31, 53, 0.11323)
      (31, 54, 0.42755)
      (31, 55, 0.41973)
      (31, 56, 0.71666)
      (31, 57, 0.68660)
      (31, 59, 0.35795)
      (31, 62, 0.63771)
      (31, 64, 0.49784)
      (31, 65, 0.14785)
      (31, 66, 0.09416)
      (31, 67, 0.99246)
      (31, 70, 0.49815)
      (31, 71, 0.80597)
      (31, 72, 0.83652)
      (31, 73, 0.54311)
      (31, 74, 0.74234)
      (31, 75, 0.53660)
      (31, 77, 0.30470)
      (31, 78, 0.63233)
      (31, 79, 0.96054)
      (31, 80, 0.71805)
      (31, 83, 0.84245)
      (31, 84, 0.40414)
      (31, 85, 0.94753)
      (31, 88, 0.80172)
      (31, 89, 0.66846)
      (31, 92, 0.67794)
      (31, 94, 0.55805)
      (31, 95, 0.84185)
      (31, 96, 0.12667)
      (31, 98, 0.75256)
      (31, 99, 0.75685)
      (31, 101, 0.28372)
      (31, 108, 0.46148)
      (31, 110, 0.06761)
      (31, 111, 0.61806)
      (31, 113, 0.97548)
      (31, 114, 0.14017)
      (31, 115, 0.28758)
      (31, 116, 0.73074)
      (31, 117, 0.97770)
      (31, 121, 0.10752)
      (31, 122, 0.41440)
      (31, 123, 0.45972)
      (31, 124, 0.36223)
      (31, 126, 0.85057)
      (31, 127, 0.48364)
      (31, 129, 0.83221)
      (31, 131, 0.74673)
      (31, 133, 0.95456)
      (31, 137, 0.19166)
      (31, 138, 0.78049)
      (31, 139, 0.11277)
      (31, 141, 0.67378)
      (31, 142, 0.87794)
      (31, 150, 0.75890)
      (31, 151, 0.17317)
      (31, 153, 0.91266)
      (31, 154, 0.08533)
      (31, 156, 0.52396)
      (31, 157, 0.85782)
      (31, 162, 0.24099)
      (31, 163, 0.02048)
      (31, 164, 0.23899)
      (31, 165, 0.46683)
      (31, 166, 0.57652)
      (31, 169, 0.10297)
      (31, 173, 0.34441)
      (31, 175, 0.20421)
      (31, 176, 0.29893)
      (31, 178, 0.22706)
      (31, 180, 0.90787)
      (31, 182, 0.17372)
      (31, 188, 0.49793)
      (31, 190, 0.64842)
      (31, 192, 0.41193)
      (31, 193, 0.27448)
      (31, 195, 0.98503)
      (31, 196, 0.20469)
      (31, 199, 0.24276)
      (32,  2, 0.39466)
      (32,  3, 0.84929)
      (32,  4, 0.29641)
      (32,  6, 0.15082)
      (32,  8, 0.12306)
      (32,  9, 0.30026)
      (32, 10, 0.27249)
      (32, 12, 0.94697)
      (32, 14, 0.50410)
      (32, 16, 0.27740)
      (32, 18, 0.35050)
      (32, 19, 0.70731)
      (32, 20, 0.77702)
      (32, 21, 0.41032)
      (32, 23, 0.04349)
      (32, 27, 0.61011)
      (32, 31, 0.33623)
      (32, 33, 0.11031)
      (32, 39, 0.49253)
      (32, 40, 0.48671)
      (32, 44, 0.49259)
      (32, 51, 0.08960)
      (32, 52, 0.13468)
      (32, 54, 0.91906)
      (32, 56, 0.98457)
      (32, 67, 0.21066)
      (32, 68, 0.11323)
      (32, 70, 0.31969)
      (32, 71, 0.15391)
      (32, 73, 0.03345)
      (32, 75, 0.53405)
      (32, 77, 0.61307)
      (32, 79, 0.17800)
      (32, 80, 0.32499)
      (32, 81, 0.05364)
      (32, 82, 0.42773)
      (32, 83, 0.32889)
      (32, 84, 0.34842)
      (32, 86, 0.27624)
      (32, 88, 0.99230)
      (32, 89, 0.27532)
      (32, 91, 0.97603)
      (32, 94, 0.62641)
      (32, 95, 0.16796)
      (32, 96, 0.85795)
      (32, 98, 0.52558)
      (32, 100, 0.93128)
      (32, 101, 0.85239)
      (32, 102, 0.59879)
      (32, 104, 0.63924)
      (32, 105, 0.45278)
      (32, 106, 0.47305)
      (32, 107, 0.28340)
      (32, 108, 0.84217)
      (32, 114, 0.04790)
      (32, 115, 0.14472)
      (32, 116, 0.02531)
      (32, 118, 0.84622)
      (32, 120, 0.10996)
      (32, 121, 0.67706)
      (32, 123, 0.10192)
      (32, 124, 0.26722)
      (32, 126, 0.03571)
      (32, 127, 0.54873)
      (32, 128, 0.06177)
      (32, 133, 0.64643)
      (32, 134, 0.65194)
      (32, 135, 0.99183)
      (32, 140, 0.21050)
      (32, 144, 0.45796)
      (32, 148, 0.53410)
      (32, 150, 0.23925)
      (32, 151, 0.34739)
      (32, 154, 0.68431)
      (32, 157, 0.86849)
      (32, 161, 0.43850)
      (32, 162, 0.55490)
      (32, 165, 0.24663)
      (32, 166, 0.51916)
      (32, 167, 0.26050)
      (32, 171, 0.15008)
      (32, 175, 0.89065)
      (32, 176, 0.35358)
      (32, 177, 0.08928)
      (32, 178, 0.04088)
      (32, 180, 0.94534)
      (32, 181, 0.60369)
      (32, 183, 0.09081)
      (32, 186, 0.98055)
      (32, 187, 0.93029)
      (32, 188, 0.84112)
      (32, 189, 0.98216)
      (32, 191, 0.31399)
      (32, 193, 0.29589)
      (33,  2, 0.77152)
      (33,  3, 0.93112)
      (33,  6, 0.69124)
      (33,  7, 0.25872)
      (33,  8, 0.48194)
      (33, 11, 0.99838)
      (33, 18, 0.88630)
      (33, 19, 0.24284)
      (33, 21, 0.72535)
      (33, 23, 0.14234)
      (33, 27, 0.87903)
      (33, 28, 0.03744)
      (33, 29, 0.21413)
      (33, 30, 0.76782)
      (33, 31, 0.91434)
      (33, 35, 0.84884)
      (33, 36, 0.60616)
      (33, 37, 0.10101)
      (33, 41, 0.53971)
      (33, 42, 0.22737)
      (33, 43, 0.60895)
      (33, 44, 0.90320)
      (33, 45, 0.62678)
      (33, 47, 0.62512)
      (33, 48, 0.55042)
      (33, 53, 0.07586)
      (33, 54, 0.16057)
      (33, 56, 0.41598)
      (33, 60, 0.10308)
      (33, 64, 0.68350)
      (33, 69, 0.40750)
      (33, 70, 0.26028)
      (33, 71, 0.79596)
      (33, 73, 0.40091)
      (33, 75, 0.88651)
      (33, 77, 0.43407)
      (33, 79, 0.84326)
      (33, 80, 0.00087)
      (33, 82, 0.15420)
      (33, 83, 0.10642)
      (33, 84, 0.79763)
      (33, 85, 0.56801)
      (33, 87, 0.64829)
      (33, 89, 0.53186)
      (33, 91, 0.31245)
      (33, 92, 0.32777)
      (33, 93, 0.95949)
      (33, 95, 0.78700)
      (33, 99, 0.99146)
      (33, 103, 0.15582)
      (33, 107, 0.27934)
      (33, 109, 0.43745)
      (33, 110, 0.57314)
      (33, 112, 0.64256)
      (33, 113, 0.08560)
      (33, 114, 0.48303)
      (33, 117, 0.26617)
      (33, 118, 0.43208)
      (33, 119, 0.87614)
      (33, 120, 0.87750)
      (33, 125, 0.23148)
      (33, 127, 0.62134)
      (33, 128, 0.36882)
      (33, 130, 0.63032)
      (33, 136, 0.75076)
      (33, 138, 0.69340)
      (33, 140, 0.01195)
      (33, 141, 0.34806)
      (33, 142, 0.72994)
      (33, 144, 0.26203)
      (33, 145, 0.51596)
      (33, 146, 0.02547)
      (33, 148, 0.76250)
      (33, 149, 0.17191)
      (33, 150, 0.73191)
      (33, 151, 0.09415)
      (33, 152, 0.92519)
      (33, 156, 0.14188)
      (33, 157, 0.21706)
      (33, 161, 0.28948)
      (33, 162, 0.73933)
      (33, 164, 0.99275)
      (33, 165, 0.31875)
      (33, 167, 0.16017)
      (33, 170, 0.35342)
      (33, 171, 0.29754)
      (33, 172, 0.19391)
      (33, 177, 0.60308)
      (33, 181, 0.64217)
      (33, 182, 0.81832)
      (33, 185, 0.86462)
      (33, 188, 0.41169)
      (33, 190, 0.35646)
      (33, 191, 0.12409)
      (33, 192, 0.57582)
      (33, 193, 0.52583)
      (33, 194, 0.62244)
      (33, 196, 0.15310)
      (33, 197, 0.26338)
      (34,  6, 0.21310)
      (34,  9, 0.12771)
      (34, 10, 0.90512)
      (34, 13, 0.95123)
      (34, 15, 0.17471)
      (34, 17, 0.95593)
      (34, 19, 0.05397)
      (34, 21, 0.98996)
      (34, 22, 0.56891)
      (34, 24, 0.55479)
      (34, 26, 0.25779)
      (34, 27, 0.94914)
      (34, 28, 0.17987)
      (34, 29, 0.16871)
      (34, 32, 0.15830)
      (34, 36, 0.08703)
      (34, 38, 0.99254)
      (34, 39, 0.46574)
      (34, 40, 0.37537)
      (34, 44, 0.64096)
      (34, 48, 0.24984)
      (34, 51, 0.39781)
      (34, 54, 0.05382)
      (34, 57, 0.64844)
      (34, 58, 0.24607)
      (34, 63, 0.97461)
      (34, 66, 0.49744)
      (34, 70, 0.07286)
      (34, 73, 0.15294)
      (34, 75, 0.64652)
      (34, 76, 0.74396)
      (34, 80, 0.78227)
      (34, 84, 0.07769)
      (34, 86, 0.32958)
      (34, 89, 0.18240)
      (34, 90, 0.34332)
      (34, 91, 0.70799)
      (34, 92, 0.22727)
      (34, 93, 0.15082)
      (34, 95, 0.50527)
      (34, 96, 0.74017)
      (34, 99, 0.87287)
      (34, 100, 0.11784)
      (34, 101, 0.04335)
      (34, 104, 0.42174)
      (34, 105, 0.05650)
      (34, 106, 0.43516)
      (34, 113, 0.60594)
      (34, 117, 0.27676)
      (34, 120, 0.34637)
      (34, 123, 0.81961)
      (34, 126, 0.54784)
      (34, 128, 0.19522)
      (34, 132, 0.27723)
      (34, 134, 0.29727)
      (34, 135, 0.27371)
      (34, 137, 0.00830)
      (34, 139, 0.78776)
      (34, 141, 0.14809)
      (34, 144, 0.92122)
      (34, 145, 0.98721)
      (34, 146, 0.00444)
      (34, 148, 0.66811)
      (34, 152, 0.78807)
      (34, 153, 0.54244)
      (34, 156, 0.74621)
      (34, 157, 0.55859)
      (34, 158, 0.27866)
      (34, 162, 0.63863)
      (34, 166, 0.11561)
      (34, 167, 0.44617)
      (34, 168, 0.56683)
      (34, 169, 0.05211)
      (34, 171, 0.61890)
      (34, 172, 0.08116)
      (34, 173, 0.49298)
      (34, 178, 0.37041)
      (34, 179, 0.53908)
      (34, 180, 0.63267)
      (34, 183, 0.99473)
      (34, 184, 0.71441)
      (34, 194, 0.47374)
      (34, 197, 0.77926)
      (34, 198, 0.09728)
      (35,  2, 0.94490)
      (35,  3, 0.35895)
      (35,  7, 0.95473)
      (35,  9, 0.54064)
      (35, 14, 0.42085)
      (35, 15, 0.44808)
      (35, 17, 0.73900)
      (35, 19, 0.48206)
      (35, 21, 0.69981)
      (35, 25, 0.83594)
      (35, 26, 0.09325)
      (35, 29, 0.02470)
      (35, 33, 0.22416)
      (35, 39, 0.00765)
      (35, 40, 0.94836)
      (35, 50, 0.86445)
      (35, 51, 0.44167)
      (35, 52, 0.28895)
      (35, 53, 0.30342)
      (35, 56, 0.65717)
      (35, 57, 0.12880)
      (35, 58, 0.00681)
      (35, 63, 0.30078)
      (35, 66, 0.38574)
      (35, 68, 0.14436)
      (35, 74, 0.62351)
      (35, 75, 0.62767)
      (35, 77, 0.52770)
      (35, 80, 0.88214)
      (35, 81, 0.09347)
      (35, 82, 0.30780)
      (35, 83, 0.62208)
      (35, 84, 0.80638)
      (35, 91, 0.71396)
      (35, 94, 0.02268)
      (35, 101, 0.98600)
      (35, 102, 0.67153)
      (35, 103, 0.58814)
      (35, 105, 0.04852)
      (35, 109, 0.43227)
      (35, 111, 0.40314)
      (35, 112, 0.97583)
      (35, 117, 0.95261)
      (35, 119, 0.02594)
      (35, 123, 0.56994)
      (35, 124, 0.39352)
      (35, 125, 0.64125)
      (35, 126, 0.38368)
      (35, 128, 0.08217)
      (35, 129, 0.74688)
      (35, 132, 0.85287)
      (35, 133, 0.52846)
      (35, 136, 0.07716)
      (35, 137, 0.37092)
      (35, 138, 0.61418)
      (35, 139, 0.60293)
      (35, 140, 0.65259)
      (35, 141, 0.89586)
      (35, 144, 0.40434)
      (35, 148, 0.36017)
      (35, 150, 0.35174)
      (35, 152, 0.24329)
      (35, 155, 0.13208)
      (35, 156, 0.82693)
      (35, 160, 0.99764)
      (35, 161, 0.89117)
      (35, 165, 0.43357)
      (35, 166, 0.38641)
      (35, 170, 0.76159)
      (35, 172, 0.97116)
      (35, 176, 0.16226)
      (35, 177, 0.00697)
      (35, 179, 0.92966)
      (35, 184, 0.44313)
      (35, 187, 0.38285)
      (35, 188, 0.62726)
      (35, 189, 0.00634)
      (35, 191, 0.00336)
      (35, 193, 0.69251)
      (35, 194, 0.75918)
      (35, 196, 0.01257)
      (35, 198, 0.31786)
      (36,  1, 0.20593)
      (36,  2, 0.60952)
      (36,  3, 0.03637)
      (36,  6, 0.56162)
      (36, 12, 0.57250)
      (36, 14, 0.04225)
      (36, 15, 0.33920)
      (36, 16, 0.39691)
      (36, 19, 0.59772)
      (36, 20, 0.47835)
      (36, 21, 0.33393)
      (36, 24, 0.14085)
      (36, 25, 0.64021)
      (36, 26, 0.65087)
      (36, 27, 0.07713)
      (36, 30, 0.34050)
      (36, 32, 0.59686)
      (36, 33, 0.86893)
      (36, 34, 0.21691)
      (36, 35, 0.84925)
      (36, 37, 0.04690)
      (36, 38, 0.14425)
      (36, 42, 0.34839)
      (36, 53, 0.59010)
      (36, 54, 0.54287)
      (36, 59, 0.87405)
      (36, 61, 0.64725)
      (36, 65, 0.56514)
      (36, 68, 0.29012)
      (36, 70, 0.28596)
      (36, 71, 0.72428)
      (36, 73, 0.24532)
      (36, 74, 0.60225)
      (36, 75, 0.56093)
      (36, 79, 0.95908)
      (36, 80, 0.97021)
      (36, 81, 0.50198)
      (36, 84, 0.55959)
      (36, 87, 0.50870)
      (36, 88, 0.76703)
      (36, 91, 0.53184)
      (36, 92, 0.92325)
      (36, 95, 0.55196)
      (36, 96, 0.06796)
      (36, 98, 0.38820)
      (36, 100, 0.01882)
      (36, 102, 0.97781)
      (36, 104, 0.49431)
      (36, 105, 0.92155)
      (36, 107, 0.05310)
      (36, 110, 0.90256)
      (36, 112, 0.99463)
      (36, 113, 0.69726)
      (36, 114, 0.32034)
      (36, 115, 0.49741)
      (36, 118, 0.53763)
      (36, 119, 0.21376)
      (36, 121, 0.29501)
      (36, 123, 0.68449)
      (36, 124, 0.71507)
      (36, 125, 0.79793)
      (36, 133, 0.16516)
      (36, 136, 0.80202)
      (36, 137, 0.92808)
      (36, 138, 0.70432)
      (36, 139, 0.05555)
      (36, 141, 0.26714)
      (36, 144, 0.42089)
      (36, 145, 0.44490)
      (36, 146, 0.29931)
      (36, 149, 0.17364)
      (36, 150, 0.84452)
      (36, 154, 0.24712)
      (36, 157, 0.89982)
      (36, 161, 0.74584)
      (36, 162, 0.24138)
      (36, 167, 0.49244)
      (36, 169, 0.59660)
      (36, 172, 0.33141)
      (36, 175, 0.51132)
      (36, 177, 0.14110)
      (36, 178, 0.07654)
      (36, 179, 0.35273)
      (36, 180, 0.08569)
      (36, 182, 0.94869)
      (36, 183, 0.37249)
      (36, 184, 0.54401)
      (36, 189, 0.76954)
      (36, 190, 0.85716)
      (36, 192, 0.70091)
      (36, 194, 0.28764)
      (36, 195, 0.71262)
      (36, 196, 0.72461)
      (37,  2, 0.19261)
      (37,  3, 0.73693)
      (37,  4, 0.44203)
      (37,  7, 0.42365)
      (37,  8, 0.27917)
      (37,  9, 0.11845)
      (37, 10, 0.24522)
      (37, 12, 0.03640)
      (37, 13, 0.67320)
      (37, 14, 0.87043)
      (37, 15, 0.13352)
      (37, 17, 0.24346)
      (37, 18, 0.02199)
      (37, 22, 0.15757)
      (37, 24, 0.35003)
      (37, 27, 0.80985)
      (37, 28, 0.39320)
      (37, 32, 0.41982)
      (37, 33, 0.85318)
      (37, 35, 0.17760)
      (37, 38, 0.01645)
      (37, 40, 0.94884)
      (37, 41, 0.29620)
      (37, 42, 0.91473)
      (37, 44, 0.00107)
      (37, 45, 0.06158)
      (37, 47, 0.52881)
      (37, 48, 0.48295)
