1 directed weighted graphs; all are reachable from vertex 0.

** G1: |V| = 10000
(u, v) E = { 
      (2199, 5192, 0.19931)
      (2200, 3070, 0.52834)
      (2200, 5798, 0.17848)
      (2201, 6031, 0.25479)
      (2202, 2862, 0.40350)
      (2202, 3828, 0.88057)
      (2202, 6138, 0.75050)
      (2203, 3707, 0.66623)
      (2203, 6546, 0.88866)
      (2204, 3193, 0.43571)
      (2205, 1809, 0.86679)
      (2206, 8292, 0.23688)
      (2207, 4376, 0.67569)
      (2208, 9622, 0.03048)
      (2209, 3742, 0.45469)
      (2210, 7481, 0.92597)
      (2211, 5695, 0.60184)
      (2212, 9551, 0.32245)
      (2213, 5936, 0.49007)
      (2213, 9884, 0.43124)
      (2214, 7386, 0.12031)
      (2214, 8103, 0.99619)
      (2215, 8078, 0.81737)
      (2216, 1257, 0.01877)
      (2216, 7326, 0.67246)
      (2217, 4759, 0.59682)
      (2218, 5328, 0.92739)
      (2219, 4593, 0.83152)
      (2220, 4162, 0.98164)
      (2221, 4972, 0.09405)
      (2222, 1866, 0.07310)
      (2223, 2322, 0.73297)
      (2223, 5672, 0.74073)
      (2224, 4705, 0.45672)
      (2225, 8467, 0.96732)
      (2226, 5068, 0.79771)
      (2227, 1095, 0.28334)
      (2228, 1130, 0.05179)
      (2229, 7624, 0.55141)
      (2230, 7786, 0.44373)
      (2231, 1052, 0.61789)
      (2231, 1673, 0.15018)
      (2232, 9326, 0.11795)
      (2233, 6946, 0.81878)
      (2234, 3183, 0.51521)
      (2235, 8265, 0.05947)
      (2236, 5678, 0.84397)
      (2237, 5860, 0.23110)
      (2238, 1298, 0.94283)
      (2239, 7355, 0.27656)
      (2240, 4269, 0.31846)
      (2241, 4139, 0.19168)
      (2242, 3897, 0.79032)
      (2243, 5209, 0.31141)
      (2243, 8869, 0.84165)
      (2244, 7604, 0.78690)
      (2245, 5458, 0.88846)
      (2246, 4872, 0.46744)
      (2247, 1180, 0.02175)
      (2248, 8725, 0.96580)
      (2249, 8569, 0.03067)
      (2250, 2342, 0.00937)
      (2251, 7411, 0.92464)
      (2252, 442, 0.90632)
      (2252, 6087, 0.06578)
      (2253, 9833, 0.38953)
      (2254, 2562, 0.71908)
      (2254, 5445, 0.43530)
      (2255, 6242, 0.46626)
      (2256, 6184, 0.50733)
      (2257, 2899, 0.67662)
      (2258, 2485, 0.86095)
      (2259, 5186, 0.54870)
      (2260, 9589, 0.32828)
      (2261, 3876, 0.13256)
      (2262, 7296, 0.52086)
      (2263, 234, 0.46609)
      (2263, 2344, 0.84290)
      (2264, 2756, 0.50425)
      (2265, 388, 0.69528)
      (2265, 1411, 0.99113)
      (2266, 2200, 0.21415)
      (2267, 2005, 0.85199)
      (2267, 9144, 0.41545)
      (2268, 8425, 0.48395)
      (2269, 738, 0.51086)
      (2270, 5347, 0.03158)
      (2271, 2534, 0.13194)
      (2272, 4717, 0.92312)
      (2273, 3539, 0.45223)
      (2273, 4169, 0.77033)
      (2274, 2875, 0.80494)
      (2275, 6565, 0.46466)
      (2275, 6831, 0.97613)
      (2275, 8842, 0.84480)
      (2276, 9756, 0.93037)
      (2277, 6561, 0.73642)
      (2278, 4564, 0.43787)
      (2279, 1236, 0.27707)
      (2280, 4725, 0.18761)
      (2281, 1189, 0.56143)
      (2281, 6038, 0.77703)
      (2282, 5673, 0.84497)
      (2283, 7062, 0.83508)
      (2284, 9193, 0.37517)
      (2285, 4723, 0.71671)
      (2286, 9449, 0.58049)
      (2287, 9824, 0.78002)
      (2288, 8705, 0.13931)
      (2289, 7463, 0.97868)
      (2290, 3666, 0.94484)
      (2291, 1959, 0.57888)
      (2292, 3734, 0.70346)
      (2293, 9319, 0.51984)
      (2294, 9670, 0.80375)
      (2295, 4003, 0.01814)
      (2295, 4938, 0.89723)
      (2296, 3236, 0.35557)
      (2296, 4064, 0.55709)
      (2297, 8335, 0.45956)
      (2298, 672, 0.75515)
      (2299, 3004, 0.52695)
      (2300, 5812, 0.40082)
      (2301, 6822, 0.27809)
      (2302, 2904, 0.14553)
      (2303, 3904, 0.52122)
      (2304, 1710, 0.16958)
      (2305, 5083, 0.36168)
      (2305, 6241, 0.25087)
      (2306, 6215, 0.23604)
      (2307, 3865, 0.62742)
      (2308, 9506, 0.26952)
      (2309, 5265, 0.06457)
      (2310, 7544, 0.85335)
      (2311, 5066, 0.45227)
      (2312, 7252, 0.19054)
      (2313, 1867, 0.93541)
      (2314, 5112, 0.79590)
      (2315, 1124, 0.28881)
      (2316, 5889, 0.06516)
      (2317, 2711, 0.74962)
      (2318, 1860, 0.33191)
      (2319, 1117, 0.86024)
      (2320, 2799, 0.10369)
      (2321, 4250, 0.77274)
      (2322, 5255, 0.34566)
      (2323, 9893, 0.21683)
      (2324, 9672, 0.54488)
      (2325, 6515, 0.68993)
      (2326, 6345, 0.02075)
      (2327, 4489, 0.45001)
      (2328, 4992, 0.97997)
      (2329, 3674, 0.32194)
      (2330, 5189, 0.29813)
      (2330, 9140, 0.65663)
      (2331, 1357, 0.15301)
      (2331, 5193, 0.39832)
      (2332, 7337, 0.62038)
      (2333, 6652, 0.50055)
      (2334, 8005, 0.84644)
      (2335, 5503, 0.52147)
      (2335, 8145, 0.41178)
      (2336, 6103, 0.32747)
      (2337, 9301, 0.34587)
      (2338, 6051, 0.59971)
      (2338, 8808, 0.71579)
      (2339, 5000, 0.54369)
      (2340, 1039, 0.45643)
      (2340, 6087, 0.68529)
      (2341, 2196, 0.45489)
      (2341, 5901, 0.58572)
      (2341, 8056, 0.46719)
      (2342, 2095, 0.75572)
      (2343, 8273, 0.11255)
      (2344, 7026, 0.32761)
      (2344, 7038, 0.29559)
      (2345, 7744, 0.24403)
      (2346, 5450, 0.75676)
      (2347, 763, 0.77414)
      (2348, 596, 0.44191)
      (2349, 3678, 0.04389)
      (2350, 987, 0.37084)
      (2351, 9033, 0.74082)
      (2352, 1017, 0.92699)
      (2352, 5912, 0.87006)
      (2352, 8609, 0.40874)
      (2353, 3450, 0.51372)
      (2353, 9411, 0.22681)
      (2354, 8060, 0.57057)
      (2355, 8509, 0.23314)
      (2356, 8811, 0.29835)
      (2357, 8484, 0.44536)
      (2358, 2920, 0.08486)
      (2359, 2793, 0.82490)
      (2360, 8027, 0.18922)
      (2361, 4953, 0.87509)
      (2362, 9476, 0.09883)
      (2363, 931, 0.88570)
      (2363, 8790, 0.39578)
      (2364, 423, 0.12517)
      (2365, 8877, 0.82041)
      (2366, 7075, 0.06249)
      (2367, 7928, 0.07270)
      (2368, 9792, 0.54596)
      (2369, 5393, 0.49705)
      (2370, 1411, 0.73896)
      (2371, 2197, 0.66035)
      (2372, 7050, 0.34335)
      (2373, 92, 0.44019)
      (2374, 4035, 0.10567)
      (2375, 3991, 0.32714)
      (2376, 4225, 0.00462)
      (2377, 1765, 0.24344)
      (2377, 8921, 0.99392)
      (2378, 55, 0.33016)
      (2379, 8341, 0.00364)
      (2380, 4292, 0.52184)
      (2381, 1447, 0.05366)
      (2381, 5304, 0.45755)
      (2382, 7092, 0.36908)
      (2383, 1469, 0.62335)
      (2384, 9647, 0.14188)
      (2385, 7747, 0.43001)
      (2386, 202, 0.69840)
      (2386, 6521, 0.96555)
      (2387, 8609, 0.92721)
      (2388, 3566, 0.99379)
      (2388, 6427, 0.81491)
      (2389, 7273, 0.44466)
      (2390, 6738, 0.68253)
      (2391, 7434, 0.33433)
      (2391, 8160, 0.76838)
      (2392, 4479, 0.76691)
      (2393, 93, 0.73487)
      (2394, 5834, 0.04413)
      (2395, 4234, 0.49254)
      (2396, 819, 0.91987)
      (2396, 4031, 0.93701)
      (2397, 5922, 0.96249)
      (2398, 1429, 0.68859)
      (2399, 9409, 0.40894)
      (2400, 7605, 0.38350)
      (2401, 4939, 0.63468)
      (2402, 9527, 0.06872)
      (2403, 5803, 0.42784)
      (2404, 5198, 0.82820)
      (2405, 1940, 0.97720)
      (2406, 4163, 0.29639)
      (2407, 3732, 0.11288)
      (2407, 5950, 0.40977)
      (2408, 5831, 0.75183)
      (2408, 9607, 0.68643)
      (2409, 3340, 0.07144)
      (2410, 650, 0.36719)
      (2411, 2328, 0.28444)
      (2412, 2415, 0.50327)
      (2413, 5974, 0.48856)
      (2414, 7450, 0.93343)
      (2414, 9387, 0.47983)
      (2415, 8577, 0.44701)
      (2416, 7054, 0.61199)
      (2417, 8201, 0.57684)
      (2418, 9290, 0.11604)
      (2419, 6779, 0.82470)
      (2420, 7859, 0.97198)
      (2421, 5344, 0.12494)
      (2422, 6944, 0.81000)
      (2423, 6015, 0.42379)
      (2424, 1466, 0.73420)
      (2425, 8416, 0.00724)
      (2426, 5253, 0.75050)
      (2427, 4566, 0.78819)
      (2428, 7443, 0.85091)
      (2429, 8698, 0.78287)
      (2430, 2478, 0.79795)
      (2431, 6151, 0.39803)
      (2432, 5198, 0.07063)
      (2432, 6569, 0.16049)
      (2433, 4944, 0.44479)
      (2434, 8849, 0.85150)
      (2435, 7445, 0.76297)
      (2436, 596, 0.16726)
      (2436, 8654, 0.27710)
      (2437, 5896, 0.60781)
      (2437, 7715, 0.24530)
      (2438, 3701, 0.22643)
      (2439, 3404, 0.14667)
      (2440, 1587, 0.57426)
      (2441, 6609, 0.44562)
      (2442, 1559, 0.18997)
      (2443, 6320, 0.38368)
      (2444, 9477, 0.41434)
      (2445, 2189, 0.87345)
      (2446, 9316, 0.39926)
      (2447, 3440, 0.06123)
      (2448, 848, 0.08688)
      (2449, 1600, 0.27828)
      (2450, 7509, 0.04791)
      (2451, 4174, 0.69488)
      (2452, 6941, 0.97776)
      (2453, 4408, 0.71120)
      (2454, 4433, 0.90493)
      (2455, 2927, 0.76745)
      (2455, 9330, 0.77764)
      (2456, 2224, 0.43430)
      (2457, 1140, 0.94426)
      (2458, 5377, 0.96292)
      (2459, 6929, 0.00276)
      (2460, 694, 0.18289)
      (2461, 1487, 0.15474)
      (2462, 1609, 0.80523)
      (2463, 8176, 0.57935)
      (2464, 7005, 0.51421)
      (2465, 4754, 0.39899)
      (2466, 3658, 0.84271)
      (2467, 4149, 0.45749)
      (2468, 8627, 0.37321)
      (2469, 5092, 0.85967)
      (2470, 1839, 0.51069)
      (2471, 1353, 0.65383)
      (2471, 3250, 0.50165)
      (2472, 22, 0.90849)
      (2473, 842, 0.60802)
      (2473, 6556, 0.71395)
      (2474, 2145, 0.10527)
      (2475, 4809, 0.88311)
      (2476, 1694, 0.29625)
      (2477, 9603, 0.98344)
      (2478, 1693, 0.39649)
      (2479, 2581, 0.30152)
      (2479, 4929, 0.82860)
      (2480, 1991, 0.01687)
      (2481, 9397, 0.25795)
      (2482, 8433, 0.66664)
      (2483, 3881, 0.03822)
      (2484, 3150, 0.32300)
      (2484, 6111, 0.92333)
      (2485, 2203, 0.89651)
      (2486, 8563, 0.14660)
      (2487, 1394, 0.13487)
      (2488, 5317, 0.74214)
      (2489, 892, 0.61758)
      (2489, 4919, 0.29920)
      (2490, 1953, 0.54367)
      (2491, 1418, 0.18294)
      (2492, 1023, 0.21464)
      (2493, 5534, 0.50961)
      (2494, 3484, 0.66127)
      (2495, 5379, 0.77630)
      (2496, 6529, 0.36396)
      (2497, 5243, 0.75914)
      (2498, 915, 0.97648)
      (2499, 2091, 0.82988)
      (2500, 2683, 0.35236)
      (2500, 4822, 0.68101)
      (2501, 5462, 0.74896)
      (2502, 497, 0.51595)
      (2503, 3224, 0.36384)
      (2504, 4908, 0.30789)
      (2504, 7462, 0.65178)
      (2505, 7089, 0.19291)
      (2506, 9512, 0.72922)
      (2507, 9341, 0.14154)
      (2508, 4146, 0.38494)
      (2509, 8204, 0.67004)
      (2510, 1657, 0.72946)
      (2510, 1660, 0.76264)
      (2511, 25, 0.03820)
      (2511, 2412, 0.38780)
      (2512, 4838, 0.27191)
      (2513, 5572, 0.67687)
      (2514, 2388, 0.10921)
      (2515, 1485, 0.05840)
      (2516, 3277, 0.72520)
      (2517, 7186, 0.91776)
      (2518, 6175, 0.01006)
      (2519, 5110, 0.60549)
      (2520, 792, 0.78593)
      (2521, 2605, 0.94349)
      (2521, 9642, 0.31087)
      (2522, 9171, 0.66695)
      (2523, 9137, 0.61467)
      (2524, 1900, 0.88838)
      (2525, 3082, 0.08920)
      (2525, 3758, 0.98898)
      (2526, 4971, 0.31616)
      (2527, 1963, 0.29581)
      (2528, 2909, 0.27967)
      (2529, 251, 0.18751)
      (2529, 1982, 0.89614)
      (2530, 2611, 0.08230)
      (2530, 4512, 0.89456)
      (2531, 5252, 0.72501)
      (2532, 6768, 0.72486)
      (2533, 1145, 0.63283)
      (2533, 8572, 0.43605)
      (2534, 9576, 0.95693)
      (2535, 2883, 0.24506)
      (2535, 6168, 0.80681)
      (2535, 7556, 0.07111)
      (2536, 618, 0.79934)
      (2536, 4866, 0.66690)
      (2537, 5676, 0.80361)
      (2538, 8936, 0.11644)
      (2539, 7788, 0.36374)
      (2539, 8695, 0.67616)
      (2540, 6819, 0.11629)
      (2540, 8262, 0.73581)
      (2541, 9664, 0.33125)
      (2542, 3536, 0.32882)
      (2543, 1162, 0.42039)
      (2543, 1552, 0.83459)
      (2543, 7851, 0.02483)
      (2544, 1296, 0.72522)
      (2545, 6520, 0.47031)
      (2545, 6787, 0.49104)
      (2546, 8737, 0.21960)
      (2547, 4389, 0.68178)
      (2548, 7090, 0.62182)
      (2549, 9813, 0.13473)
      (2550, 4399, 0.12328)
      (2550, 6890, 0.76132)
      (2551, 3256, 0.23615)
      (2552, 3754, 0.89323)
      (2553, 3422, 0.37580)
      (2554, 1164, 0.96963)
      (2555, 895, 0.42733)
      (2556, 7863, 0.66544)
      (2557, 6787, 0.31136)
      (2558, 7634, 0.94478)
      (2559, 4815, 0.87387)
      (2560, 1862, 0.58666)
      (2561, 9098, 0.68839)
      (2562, 9744, 0.34340)
      (2563, 7065, 0.45938)
      (2564, 9061, 0.38728)
      (2565, 4518, 0.42540)
      (2566, 33, 0.31801)
      (2567, 8928, 0.92938)
      (2568, 7251, 0.41177)
      (2569, 6709, 0.53474)
      (2570, 722, 0.97545)
      (2571, 6076, 0.05111)
      (2572, 8404, 0.36997)
      (2573, 4302, 0.37942)
      (2574, 8490, 0.29513)
      (2575, 3300, 0.71333)
      (2576, 6809, 0.23611)
      (2577, 9951, 0.63439)
      (2578, 1839, 0.74253)
      (2578, 2780, 0.82736)
      (2579, 6469, 0.01700)
      (2580, 9516, 0.41680)
      (2581, 1568, 0.68648)
      (2581, 3960, 0.00545)
      (2582, 8701, 0.26797)
      (2583, 1790, 0.19209)
      (2584, 3104, 0.81409)
      (2585, 6621, 0.10825)
      (2586, 4698, 0.15344)
      (2586, 7647, 0.00833)
      (2587, 5586, 0.98232)
      (2588, 1955, 0.07540)
      (2589, 4572, 0.31838)
      (2589, 7248, 0.15672)
      (2589, 9924, 0.14533)
      (2590, 1427, 0.68584)
      (2591, 6411, 0.48285)
      (2591, 6909, 0.34085)
      (2592, 9499, 0.45138)
      (2593, 2736, 0.44669)
      (2594, 1751, 0.36268)
      (2595, 6612, 0.49265)
      (2596, 2892, 0.30462)
      (2597, 5286, 0.74723)
      (2597, 6275, 0.79705)
      (2598, 8075, 0.32434)
      (2599, 5768, 0.77535)
      (2599, 9081, 0.84994)
      (2600, 8662, 0.87437)
      (2601, 2487, 0.32603)
      (2601, 8401, 0.72851)
      (2602, 6360, 0.65485)
      (2603, 4879, 0.41012)
      (2604, 2365, 0.62198)
      (2605, 2970, 0.47923)
      (2605, 4902, 0.45272)
      (2606, 3086, 0.30088)
      (2607, 6216, 0.99010)
      (2608, 5284, 0.67058)
      (2609, 1819, 0.60577)
      (2610, 7809, 0.99600)
      (2611, 249, 0.24466)
      (2612, 9656, 0.31237)
      (2613, 2136, 0.85505)
      (2614, 1490, 0.78803)
      (2615, 470, 0.42618)
      (2616, 3972, 0.69874)
      (2616, 8683, 0.45781)
      (2617, 1706, 0.95198)
      (2617, 4784, 0.20077)
      (2618, 7142, 0.33601)
      (2619, 6886, 0.83792)
      (2620, 923, 0.01938)
      (2620, 6908, 0.86639)
      (2621, 7886, 0.16487)
      (2622, 6622, 0.93417)
      (2623, 9307, 0.46761)
      (2624, 6718, 0.44245)
      (2625, 7762, 0.06419)
      (2626, 8206, 0.64243)
      (2627, 3933, 0.53148)
      (2628, 2024, 0.04504)
      (2628, 9625, 0.48875)
      (2629, 956, 0.83370)
      (2630, 9284, 0.33267)
      (2631, 6692, 0.13927)
      (2632, 1702, 0.73728)
      (2632, 5268, 0.39392)
      (2633, 3290, 0.71091)
      (2634, 3206, 0.01081)
      (2635, 4476, 0.92067)
      (2635, 5505, 0.24679)
      (2636, 4223, 0.69124)
      (2636, 9058, 0.94496)
      (2637, 256, 0.03673)
      (2637, 1446, 0.49750)
      (2637, 5847, 0.42298)
      (2638, 9861, 0.90304)
      (2639, 2928, 0.26173)
      (2640, 927, 0.82749)
      (2641, 5608, 0.86899)
      (2642, 1882, 0.43387)
      (2643, 237, 0.63374)
      (2644, 543, 0.00009)
      (2645, 8717, 0.22032)
      (2646, 269, 0.22737)
      (2646, 3296, 0.08986)
      (2647, 2039, 0.81018)
      (2648, 4670, 0.11728)
      (2649, 4006, 0.54170)
      (2650, 9482, 0.27654)
      (2651, 1393, 0.44136)
      (2651, 2668, 0.90982)
      (2652, 4362, 0.38532)
      (2652, 5826, 0.63464)
      (2653, 3629, 0.11837)
      (2654, 6449, 0.42179)
      (2655, 1265, 0.13581)
      (2656, 6593, 0.82096)
      (2657, 7720, 0.40890)
      (2658, 2834, 0.35942)
      (2659, 2686, 0.86409)
      (2660, 5489, 0.49417)
      (2661, 2960, 0.03089)
      (2662, 5024, 0.64653)
      (2663, 4030, 0.64676)
      (2664, 9130, 0.76679)
      (2665, 4880, 0.38441)
      (2666, 7388, 0.19317)
      (2667, 4076, 0.66693)
      (2668, 6335, 0.42862)
      (2669, 8070, 0.99410)
      (2670, 3381, 0.58043)
      (2671, 6743, 0.62994)
      (2672, 810, 0.01887)
      (2673, 1656, 0.88138)
      (2674, 6978, 0.26870)
      (2675, 24, 0.13144)
      (2676, 1619, 0.87352)
      (2676, 1754, 0.51522)
      (2677, 9548, 0.26959)
      (2678, 7354, 0.14761)
      (2679, 8636, 0.70086)
      (2680, 8154, 0.84624)
      (2681, 5877, 0.29939)
      (2682, 2855, 0.54625)
      (2683, 5703, 0.13227)
      (2684, 9944, 0.03875)
      (2685, 1537, 0.50248)
      (2686, 3628, 0.46930)
      (2687, 7183, 0.25578)
      (2688, 1005, 0.18437)
      (2689, 8447, 0.99528)
      (2690, 1217, 0.69942)
      (2691, 5031, 0.75823)
      (2692, 8028, 0.41403)
      (2693, 9362, 0.78495)
      (2694, 7532, 0.74759)
      (2695, 6079, 0.35787)
      (2695, 6689, 0.16561)
      (2696, 897, 0.35700)
      (2697, 3938, 0.93184)
      (2698, 221, 0.60867)
      (2699, 7690, 0.17599)
      (2700, 2440, 0.25733)
      (2700, 9910, 0.65267)
      (2701, 6232, 0.53000)
      (2702, 1593, 0.32651)
      (2703, 8961, 0.56591)
      (2704, 2414, 0.54040)
      (2705, 9336, 0.17260)
      (2705, 9598, 0.86921)
      (2706, 7537, 0.26423)
      (2707, 3190, 0.04750)
      (2708, 1311, 0.66377)
      (2709, 7200, 0.78410)
      (2710, 1191, 0.38712)
      (2711, 3654, 0.82279)
      (2711, 7332, 0.98286)
      (2712, 1717, 0.59949)
      (2713, 732, 0.72411)
      (2714, 667, 0.95813)
      (2715, 6416, 0.78567)
      (2715, 7911, 0.30197)
      (2716, 8594, 0.51513)
      (2716, 8954, 0.24245)
      (2717, 3584, 0.70854)
      (2718, 5017, 0.12925)
      (2719, 9361, 0.33608)
      (2720, 2232, 0.38228)
      (2721, 1564, 0.36930)
      (2721, 5718, 0.75005)
      (2721, 8994, 0.03597)
      (2722, 6364, 0.82512)
      (2723, 8644, 0.99589)
      (2724, 9120, 0.98744)
      (2725, 6544, 0.53314)
      (2726, 6057, 0.05623)
      (2727, 9116, 0.56259)
      (2728, 1569, 0.37584)
      (2729, 5033, 0.40057)
      (2730, 6477, 0.77127)
      (2731, 1530, 0.63109)
      (2731, 2980, 0.74421)
      (2731, 6011, 0.47474)
      (2731, 9187, 0.20455)
      (2732, 5237, 0.85444)
      (2732, 5821, 0.52182)
      (2733, 6055, 0.11598)
      (2733, 7291, 0.00031)
      (2734, 5043, 0.33422)
      (2735, 7998, 0.96431)
      (2736, 3118, 0.15406)
      (2737, 195, 0.27838)
      (2738, 3867, 0.83353)
      (2739, 6989, 0.47563)
      (2739, 8570, 0.88921)
      (2740, 5700, 0.26216)
      (2741, 2747, 0.14953)
      (2742, 8919, 0.46329)
      (2743, 3624, 0.03609)
      (2744, 1847, 0.42167)
      (2744, 8183, 0.53949)
      (2745, 1169, 0.26621)
      (2746, 1999, 0.25207)
      (2747, 6394, 0.02609)
      (2748, 646, 0.27540)
      (2749, 5765, 0.79766)
      (2750, 8443, 0.80579)
      (2751, 6759, 0.52004)
      (2752, 5061, 0.09624)
      (2753, 3343, 0.25132)
      (2753, 6080, 0.32367)
      (2754, 4986, 0.44240)
      (2754, 6551, 0.04816)
      (2755, 8309, 0.48797)
      (2756, 5464, 0.51744)
      (2756, 7203, 0.52310)
      (2757, 5448, 0.16962)
      (2758, 8402, 0.42896)
      (2759, 3931, 0.46212)
      (2760, 7703, 0.88562)
      (2761, 7436, 0.65634)
      (2762, 8766, 0.64700)
      (2763, 16, 0.45587)
      (2764, 9570, 0.86723)
      (2765, 3511, 0.96099)
      (2766, 3589, 0.32574)
      (2767, 8727, 0.76240)
      (2768, 6014, 0.75303)
      (2769, 8551, 0.22834)
      (2770, 3167, 0.73746)
      (2771, 4967, 0.71949)
      (2772, 762, 0.77051)
      (2772, 7466, 0.46175)
      (2773, 824, 0.60790)
      (2774, 1439, 0.31205)
      (2775, 4875, 0.68355)
      (2776, 1736, 0.95490)
      (2777, 7262, 0.63246)
      (2778, 8832, 0.77702)
      (2778, 9985, 0.27311)
      (2779, 5802, 0.21726)
      (2780, 8162, 0.84582)
      (2781, 8903, 0.15181)
      (2782, 2717, 0.66445)
      (2783, 9808, 0.83544)
      (2784, 2175, 0.30503)
      (2785, 2220, 0.38671)
      (2786, 8898, 0.23779)
      (2787, 637, 0.02460)
      (2787, 7439, 0.29045)
      (2788, 4924, 0.46417)
      (2789, 7520, 0.82671)
      (2790, 6785, 0.78953)
      (2791, 4731, 0.49308)
      (2791, 5619, 0.32023)
      (2792, 5020, 0.83846)
      (2793, 6850, 0.45473)
      (2794, 7382, 0.34354)
      (2795, 6873, 0.40878)
      (2796, 86, 0.59315)
      (2797, 635, 0.20039)
      (2798, 6380, 0.42607)
      (2799, 7178, 0.76767)
      (2800, 779, 0.28392)
      (2801, 4425, 0.85180)
      (2802, 6666, 0.68793)
      (2803, 4808, 0.74142)
      (2804, 4935, 0.25753)
      (2804, 9139, 0.17320)
      (2805, 2254, 0.22844)
      (2805, 3744, 0.82092)
      (2806, 1561, 0.43924)
      (2807, 8823, 0.32294)
      (2808, 3393, 0.99673)
      (2809, 1527, 0.04511)
      (2810, 5362, 0.53934)
      (2811, 7927, 0.38611)
      (2812, 6019, 0.67991)
      (2813, 1626, 0.82006)
      (2813, 8388, 0.79234)
      (2814, 1488, 0.69956)
      (2815, 9834, 0.91478)
      (2816, 9029, 0.81227)
      (2817, 8016, 0.11351)
      (2818, 6188, 0.80814)
      (2819, 7347, 0.57150)
      (2820, 1663, 0.92150)
      (2821, 428, 0.07094)
      (2822, 6540, 0.00522)
      (2823, 5582, 0.24703)
      (2824, 1278, 0.83310)
      (2825, 6710, 0.98076)
      (2826, 5236, 0.02265)
      (2827, 7856, 0.83355)
      (2828, 8579, 0.04953)
      (2829, 9140, 0.20178)
      (2830, 8518, 0.68752)
      (2831, 8900, 0.81642)
      (2832, 3042, 0.16307)
      (2832, 8276, 0.27165)
      (2833, 4681, 0.72760)
      (2833, 8631, 0.21370)
      (2834, 3376, 0.68720)
      (2834, 3794, 0.21850)
      (2835, 8889, 0.09085)
      (2836, 1643, 0.50931)
      (2836, 9277, 0.05840)
      (2837, 6675, 0.89389)
      (2838, 7663, 0.09980)
      (2839, 2476, 0.88444)
      (2840, 8275, 0.89438)
      (2841, 5065, 0.23124)
      (2842, 5796, 0.69380)
      (2843, 4622, 0.82306)
      (2844, 4546, 0.31406)
      (2845, 3935, 0.53059)
      (2846, 9676, 0.78245)
      (2847, 2698, 0.89741)
      (2848, 7366, 0.77694)
      (2849, 4849, 0.39585)
      (2850, 3513, 0.13806)
      (2851, 2860, 0.65379)
      (2852, 6261, 0.12578)
      (2853, 2498, 0.72145)
      (2854, 4184, 0.27779)
      (2855, 8620, 0.17683)
      (2855, 8775, 0.69872)
      (2856, 5609, 0.27206)
      (2857, 7335, 0.29894)
      (2858, 5211, 0.72433)
      (2859, 1851, 0.93060)
      (2860, 2678, 0.87683)
      (2860, 4374, 0.47149)
      (2861, 218, 0.67207)
      (2862, 6898, 0.63687)
      (2863, 884, 0.44559)
      (2863, 4261, 0.91607)
      (2863, 7541, 0.53510)
      (2864, 6747, 0.74274)
      (2865, 2312, 0.15444)
      (2865, 8302, 0.76659)
      (2866, 3913, 0.96384)
      (2867, 2424, 0.71446)
      (2868, 3001, 0.15512)
      (2869, 4637, 0.04816)
      (2870, 5232, 0.97499)
      (2871, 7566, 0.28710)
      (2872, 5103, 0.24337)
      (2873, 6353, 0.12595)
      (2874, 5123, 0.23595)
      (2875, 9972, 0.79685)
      (2876, 2959, 0.94284)
      (2877, 9398, 0.94122)
      (2878, 604, 0.56536)
      (2879, 581, 0.76574)
      (2880, 9413, 0.98075)
      (2881, 5831, 0.30868)
      (2882, 2588, 0.00618)
      (2883, 7825, 0.31097)
      (2884, 4635, 0.56815)
      (2885, 2539, 0.93504)
      (2886, 6538, 0.68558)
      (2887, 5161, 0.01709)
      (2888, 7682, 0.63157)
      (2889, 8114, 0.38488)
      (2890, 3249, 0.56884)
      (2891, 4189, 0.91374)
      (2892, 9334, 0.03977)
      (2893, 2443, 0.94238)
      (2893, 2451, 0.64356)
      (2894, 8780, 0.77198)
      (2895, 9246, 0.30488)
      (2896, 2878, 0.85837)
      (2896, 9312, 0.34564)
      (2897, 8779, 0.10071)
      (2898, 538, 0.12232)
      (2898, 9329, 0.14936)
      (2899, 2589, 0.53069)
      (2900, 3977, 0.97794)
      (2901, 5814, 0.69022)
      (2902, 2940, 0.92555)
      (2903, 4954, 0.14490)
      (2904, 118, 0.64755)
      (2904, 5118, 0.22362)
      (2905, 885, 0.45921)
      (2906, 1071, 0.28392)
      (2907, 5270, 0.02964)
      (2908, 6403, 0.12782)
      (2909, 6824, 0.12179)
      (2909, 7028, 0.86254)
      (2910, 8683, 0.88965)
      (2911, 4598, 0.40115)
      (2912, 5560, 0.66981)
      (2913, 4860, 0.66015)
      (2914, 2757, 0.25449)
      (2915, 7969, 0.58785)
      (2916, 9609, 0.90174)
      (2917, 8045, 0.79028)
      (2918, 2675, 0.42820)
      (2919, 9335, 0.42671)
      (2920, 6545, 0.42391)
      (2920, 6849, 0.29815)
      (2921, 5250, 0.89209)
      (2922, 7363, 0.47413)
      (2923, 4474, 0.30768)
      (2924, 2557, 0.80650)
      (2925, 3112, 0.80149)
      (2926, 6225, 0.99191)
      (2927, 41, 0.66445)
      (2927, 6851, 0.48642)
      (2928, 6933, 0.23708)
      (2929, 4034, 0.44825)
      (2930, 3175, 0.40449)
      (2931, 2343, 0.17240)
      (2931, 3331, 0.81681)
      (2932, 3920, 0.42531)
      (2933, 2085, 0.57358)
      (2934, 1194, 0.06078)
      (2935, 7313, 0.03531)
      (2936, 248, 0.81982)
      (2936, 474, 0.65514)
      (2937, 4434, 0.15673)
      (2938, 5194, 0.99758)
